33235,1.6735,211
33966,1.7104,174
34006,1.7124,214
34041,1.7141,249
34041,1.7141,249
34098,1.7170, 50
34080,1.7161, 32
34067,1.7154, 19
34082,1.7162, 34
34110,1.7176, 62
34088,1.7165, 40
33928,1.7084,136
34156,1.7199,108
34158,1.7200,110
34181,1.7212,133
34059,1.7150, 11
34251,1.7247,203
34294,1.7269,246
34297,1.7270,249
34313,1.7278,  9
34339,1.7291, 35
34373,1.7308, 69
34388,1.7316, 84
34382,1.7313, 78
34391,1.7318, 87
34409,1.7327,105
34421,1.7333,117
34423,1.7334,119
34460,1.7352,156
34479,1.7362,175
34463,1.7354,159
34458,1.7351,154
34526,1.7385,222
34554,1.7400,250
34581,1.7413, 21
34627,1.7436, 67
34672,1.7459,112
34669,1.7457,109
34698,1.7472,138
34696,1.7471,136
34708,1.7477,148
34700,1.7473,140
34702,1.7474,142
34709,1.7478,149
34716,1.7481,156
34743,1.7495,183
34784,1.7515,224
34819,1.7533,  3
34823,1.7535,  7
34849,1.7548, 33
34874,1.7561, 58
34891,1.7569, 75
34892,1.7570, 76
34947,1.7597,131
34932,1.7590,116
34950,1.7599,134
34953,1.7601,137
34962,1.7605,146
34974,1.7611,158
34987,1.7618,171
35050,1.7649,234
35090,1.7669, 18
35093,1.7671, 21
35150,1.7700, 78
35194,1.7722,122
35210,1.7730,138
35224,1.7737,152
35230,1.7740,158
35224,1.7737,152
35198,1.7724,126
35235,1.7743,163
35292,1.7771,220
35329,1.7790,  1
35371,1.7811, 43
35393,1.7822, 65
35418,1.7835, 90
35413,1.7832, 85
35419,1.7835, 91
35394,1.7823, 66
35429,1.7840,101
35474,1.7863,146
35488,1.7870,160
35512,1.7882,184
35539,1.7896,211
35544,1.7898,216
35542,1.7897,214
35548,1.7900,220
35577,1.7915,249
35594,1.7923, 10
35551,1.7902,223
35579,1.7916,251
35601,1.7927, 17
35628,1.7940, 44
35645,1.7949, 61
35673,1.7963, 89
35698,1.7976,114
35737,1.7995,153
35726,1.7990,142
35744,1.7999,160
35727,1.7990,143
35738,1.7996,154
35725,1.7989,141
35612,1.7932, 28
35684,1.7969,100
35651,1.7952, 67
35618,1.7935, 34
35569,1.7911,242
35585,1.7919,  1
34534,1.7390,230
34383,1.7313, 79
34324,1.7284, 20
34376,1.7310, 72
34362,1.7303, 58
34347,1.7295, 43
34322,1.7283, 18
34313,1.7278,  9
34252,1.7248,204
34224,1.7233,176
34172,1.7207,124
34049,1.7145,  1
33849,1.7045, 57
33783,1.7011,247
33765,1.7002,229
33774,1.7007,238
33776,1.7008,240
33742,1.6991,206
33663,1.6951,127
33558,1.6898, 22
33509,1.6873,229
33461,1.6849,181
33371,1.6804, 91
33344,1.6790, 64
33323,1.6780, 43
33261,1.6749,237
33354,1.6795, 74
33383,1.6810,103
33361,1.6799, 81
33355,1.6796, 75
33296,1.6766, 16
33197,1.6716,173
33160,1.6698,136
33157,1.6696,133
33115,1.6675, 91
33166,1.6701,142
33124,1.6680,100
33103,1.6669, 79
33132,1.6684,108
33158,1.6697,134
33160,1.6698,136
33227,1.6731,203
33240,1.6738,216
33197,1.6716,173
33164,1.6700,140
33202,1.6719,178
33220,1.6728,196
33233,1.6734,209
33301,1.6769, 21
33306,1.6771, 26
33328,1.6782, 48
33358,1.6797, 78
33369,1.6803, 89
33418,1.6828,138
33441,1.6839,161
33451,1.6844,171
33436,1.6837,156
33474,1.6856,194
33351,1.6794, 71
33414,1.6826,134
33384,1.6810,104
33420,1.6829,140
33357,1.6797, 77
33550,1.6894, 14
33637,1.6938,101
33664,1.6951,128
33683,1.6961,147
33663,1.6951,127
33780,1.7010,244
33868,1.7054, 76
33861,1.7051, 69
33918,1.7079,126
33917,1.7079,125
33956,1.7098,164
34006,1.7124,214
33986,1.7114,194
33976,1.7109,184
33966,1.7104,174
33915,1.7078,123
33959,1.7100,167
33957,1.7099,165
33973,1.7107,181
34053,1.7147,  5
34124,1.7183, 76
34228,1.7235,180
34331,1.7287, 27
34298,1.7271,250
34349,1.7296, 45
34392,1.7318, 88
34451,1.7348,147
34680,1.7463,120
34733,1.7490,173
34705,1.7476,145
34711,1.7479,151
34766,1.7506,206
34712,1.7479,152
34744,1.7495,184
34779,1.7513,219
34784,1.7515,224
34827,1.7537, 11
34876,1.7562, 60
34856,1.7552, 40
34922,1.7585,106
34905,1.7576, 89
34899,1.7573, 83
35025,1.7637,209
34925,1.7586,109
34822,1.7535,  6
34827,1.7537, 11
34880,1.7564, 64
34953,1.7601,137
34908,1.7578, 92
34872,1.7560, 56
34939,1.7593,123
34980,1.7614,164
34992,1.7620,176
34991,1.7620,175
34995,1.7622,179
35052,1.7650,236
35003,1.7626,187
35007,1.7628,191
34933,1.7590,117
34941,1.7594,125
34977,1.7613,161
34984,1.7616,168
34730,1.7488,170
34904,1.7576, 88
34950,1.7599,134
34972,1.7610,156
34950,1.7599,134
35013,1.7631,197
35031,1.7640,215
35068,1.7658,252
35086,1.7667, 14
35092,1.7670, 20
35106,1.7678, 34
35113,1.7681, 41
35114,1.7682, 42
35102,1.7676, 30
35095,1.7672, 23
35058,1.7653,242
35063,1.7656,247
34982,1.7615,166
35005,1.7627,189
34987,1.7618,171
35032,1.7640,216
35032,1.7640,216
35040,1.7644,224
35034,1.7641,218
34996,1.7622,180
34905,1.7576, 89
34885,1.7566, 69
34831,1.7539, 15
34832,1.7540, 16
34840,1.7544, 24
34788,1.7517,228
34806,1.7526,246
34843,1.7545, 27
34834,1.7541, 18
34827,1.7537, 11
34871,1.7559, 55
34772,1.7509,212
34707,1.7477,147
34551,1.7398,247
34377,1.7310, 73
34200,1.7221,152
34176,1.7209,128
34189,1.7216,141
34384,1.7314, 80
34515,1.7380,211
34409,1.7327,105
34427,1.7336,123
34402,1.7323, 98
34427,1.7336,123
34423,1.7334,119
34367,1.7305, 63
34448,1.7346,144
34504,1.7374,200
34475,1.7360,171
34430,1.7337,126
34445,1.7345,141
34460,1.7352,156
34486,1.7365,182
34485,1.7365,181
34454,1.7349,150
34483,1.7364,179
34501,1.7373,197
34470,1.7357,166
34381,1.7312, 77
34424,1.7334,120
34449,1.7347,145
34441,1.7343,137
34406,1.7325,102
34341,1.7292, 37
34381,1.7312, 77
34421,1.7333,117
34414,1.7329,110
34361,1.7302, 57
34529,1.7387,225
34574,1.7410, 14
34590,1.7418, 30
34617,1.7431, 57
34718,1.7482,158
34742,1.7494,182
34722,1.7484,162
34712,1.7479,152
34709,1.7478,149
34677,1.7462,117
34648,1.7447, 88
34715,1.7481,155
34694,1.7470,134
34670,1.7458,110
34669,1.7457,109
34662,1.7454,102
34652,1.7449, 92
34626,1.7436, 66
34608,1.7427, 48
34587,1.7416, 27
34553,1.7399,249
34529,1.7387,225
34516,1.7380,212
34554,1.7400,250
34609,1.7427, 49
34555,1.7400,251
34547,1.7396,243
34589,1.7417, 29
34542,1.7394,238
34514,1.7379,210
34458,1.7351,154
34497,1.7371,193
34503,1.7374,199
34524,1.7384,220
34501,1.7373,197
34525,1.7385,221
34531,1.7388,227
34623,1.7434, 63
34643,1.7444, 83
34627,1.7436, 67
34647,1.7446, 87
34686,1.7466,126
34749,1.7498,189
34754,1.7500,194
34731,1.7489,171
34779,1.7513,219
34808,1.7527,248
34827,1.7537, 11
34872,1.7560, 56
34922,1.7585,106
34912,1.7580, 96
34902,1.7575, 86
34986,1.7617,170
35009,1.7629,193
35033,1.7641,217
35068,1.7658,252
35009,1.7629,193
35025,1.7637,209
35048,1.7648,232
34998,1.7623,182
35031,1.7640,215
35035,1.7642,219
35035,1.7642,219
35043,1.7646,227
35023,1.7636,207
35085,1.7667, 13
35108,1.7679, 36
35110,1.7680, 38
35131,1.7690, 59
35116,1.7683, 44
35043,1.7646,227
35015,1.7632,199
35052,1.7650,236
34961,1.7605,145
34753,1.7500,193
34793,1.7520,233
34831,1.7539, 15
34782,1.7514,222
34672,1.7459,112
34717,1.7482,157
34735,1.7491,175
34761,1.7504,201
34681,1.7464,121
34614,1.7430, 54
34503,1.7374,199
34427,1.7336,123
34537,1.7391,233
34786,1.7516,226
34875,1.7561, 59
34879,1.7563, 63
34781,1.7514,221
34683,1.7465,123
34688,1.7467,128
34795,1.7521,235
34845,1.7546, 29
34873,1.7560, 57
34892,1.7570, 76
34919,1.7583,103
34896,1.7572, 80
34938,1.7593,122
34982,1.7615,166
35017,1.7633,201
35016,1.7632,200
34996,1.7622,180
35009,1.7629,193
35098,1.7674, 26
35197,1.7723,125
35220,1.7735,148
35089,1.7669, 17
35064,1.7656,248
35172,1.7711,100
35232,1.7741,160
35248,1.7749,176
35245,1.7748,173
35219,1.7734,147
35220,1.7735,148
35198,1.7724,126
35125,1.7687, 53
35123,1.7686, 51
35180,1.7715,108
35209,1.7729,137
35232,1.7741,160
35230,1.7740,158
35204,1.7727,132
35196,1.7723,124
35191,1.7720,119
35146,1.7698, 74
35107,1.7678, 35
35167,1.7708, 95
35216,1.7733,144
35213,1.7731,141
35227,1.7738,155
35193,1.7721,121
35184,1.7717,112
35181,1.7715,109
35184,1.7717,112
35171,1.7710, 99
35140,1.7695, 68
35114,1.7682, 42
35114,1.7682, 42
35100,1.7675, 28
35122,1.7686, 50
35112,1.7681, 40
35158,1.7704, 86
35188,1.7719,116
35203,1.7726,131
35185,1.7717,113
35148,1.7699, 76
35156,1.7703, 84
35180,1.7715,108
35195,1.7722,123
35179,1.7714,107
35194,1.7722,122
35168,1.7709, 96
35191,1.7720,119
35214,1.7732,142
35226,1.7738,154
35245,1.7748,173
35209,1.7729,137
35171,1.7710, 99
35153,1.7701, 81
35087,1.7668, 15
35033,1.7641,217
35042,1.7645,226
34998,1.7623,182
34943,1.7595,127
34856,1.7552, 40
34778,1.7512,218
34776,1.7511,216
34724,1.7485,164
34686,1.7466,126
34688,1.7467,128
34635,1.7440, 75
34593,1.7419, 33
34561,1.7403,  1
34526,1.7385,222
34534,1.7390,230
34551,1.7398,247
34515,1.7380,211
34546,1.7396,242
34527,1.7386,223
34476,1.7360,172
34459,1.7352,155
34470,1.7357,166
34474,1.7359,170
34569,1.7407,  9
34560,1.7403,  0
34603,1.7424, 43
34570,1.7408, 10
34558,1.7402,254
34559,1.7402,255
34533,1.7389,229
34535,1.7390,231
34663,1.7454,103
34679,1.7463,119
34676,1.7461,116
34676,1.7461,116
34626,1.7436, 66
34614,1.7430, 54
34614,1.7430, 54
34585,1.7415, 25
34548,1.7397,244
34579,1.7412, 19
34569,1.7407,  9
34509,1.7377,205
34545,1.7395,241
34624,1.7435, 64
34620,1.7433, 60
34624,1.7435, 64
34700,1.7473,140
34724,1.7485,164
34644,1.7445, 84
34607,1.7426, 47
34140,1.7191, 92
33942,1.7091,150
33288,1.6762,  8
32481,1.6356,225
32947,1.6590,179
33860,1.7050, 68
34324,1.7284, 20
34617,1.7431, 57
34691,1.7469,131
34751,1.7499,191
34774,1.7510,214
34806,1.7526,246
34818,1.7533,  2
34840,1.7544, 24
34878,1.7563, 62
34882,1.7565, 66
34931,1.7589,115
34974,1.7611,158
34975,1.7612,159
34961,1.7605,145
34934,1.7591,118
34893,1.7570, 77
34863,1.7555, 47
34854,1.7551, 38
34869,1.7558, 53
34875,1.7561, 59
34783,1.7515,223
34804,1.7525,244
34772,1.7509,212
34746,1.7496,186
34779,1.7513,219
34714,1.7480,154
34692,1.7469,132
34686,1.7466,126
34722,1.7484,162
34814,1.7531,254
34841,1.7544, 25
34892,1.7570, 76
34935,1.7591,119
34987,1.7618,171
34999,1.7624,183
34990,1.7619,174
34978,1.7613,162
34974,1.7611,158
34967,1.7608,151
34972,1.7610,156
34953,1.7601,137
34911,1.7579, 95
34912,1.7580, 96
34933,1.7590,117
34935,1.7591,119
34902,1.7575, 86
34923,1.7585,107
34919,1.7583,103
34880,1.7564, 64
34958,1.7603,142
34968,1.7608,152
34886,1.7567, 70
34893,1.7570, 77
34924,1.7586,108
34935,1.7591,119
34904,1.7576, 88
34925,1.7586,109
34969,1.7609,153
34976,1.7612,160
34955,1.7602,139
34961,1.7605,145
34958,1.7603,142
35030,1.7639,214
35067,1.7658,251
35127,1.7688, 55
35164,1.7707, 92
35160,1.7705, 88
35109,1.7679, 37
35152,1.7701, 80
35108,1.7679, 36
35078,1.7663,  6
35109,1.7679, 37
35124,1.7687, 52
35073,1.7661,  1
35003,1.7626,187
34931,1.7589,115
34932,1.7590,116
34977,1.7613,161
35046,1.7647,230
35051,1.7650,235
34980,1.7614,164
34904,1.7576, 88
34992,1.7620,176
35001,1.7625,185
35075,1.7662,  3
35134,1.7692, 62
35132,1.7691, 60
35106,1.7678, 34
35112,1.7681, 40
35099,1.7674, 27
35077,1.7663,  5
35058,1.7653,242
35027,1.7638,211
35029,1.7639,213
35065,1.7657,249
35073,1.7661,  1
35112,1.7681, 40
35169,1.7709, 97
35131,1.7690, 59
35153,1.7701, 81
35133,1.7691, 61
35116,1.7683, 44
35094,1.7672, 22
35077,1.7663,  5
35084,1.7666, 12
35008,1.7628,192
34985,1.7617,169
35043,1.7646,227
35085,1.7667, 13
35101,1.7675, 29
35154,1.7702, 82
35208,1.7729,136
35190,1.7720,118
35220,1.7735,148
35211,1.7730,139
35226,1.7738,154
35220,1.7735,148
35193,1.7721,121
35159,1.7704, 87
35144,1.7697, 72
35157,1.7703, 85
35164,1.7707, 92
35186,1.7718,114
35153,1.7701, 81
35119,1.7684, 47
35068,1.7658,252
35009,1.7629,193
34969,1.7609,153
35024,1.7636,208
34979,1.7614,163
35004,1.7626,188
35029,1.7639,213
35031,1.7640,215
35091,1.7670, 19
35116,1.7683, 44
35100,1.7675, 28
35088,1.7668, 16
35080,1.7664,  8
35056,1.7652,240
35042,1.7645,226
35100,1.7675, 28
35136,1.7693, 64
35181,1.7715,109
35157,1.7703, 85
35120,1.7685, 48
35097,1.7673, 25
35153,1.7701, 81
35207,1.7728,135
35218,1.7734,146
35159,1.7704, 87
35174,1.7712,102
35179,1.7714,107
35189,1.7719,117
35193,1.7721,121
35130,1.7690, 58
35090,1.7669, 18
35141,1.7695, 69
35132,1.7691, 60
35178,1.7714,106
35140,1.7695, 68
35200,1.7725,128
35223,1.7736,151
35323,1.7787,251
35264,1.7757,192
35227,1.7738,155
35222,1.7736,150
35224,1.7737,152
35172,1.7711,100
35123,1.7686, 51
35158,1.7704, 86
35167,1.7708, 95
35127,1.7688, 55
35143,1.7696, 71
35203,1.7726,131
35173,1.7711,101
35158,1.7704, 86
35130,1.7690, 58
35055,1.7652,239
35073,1.7661,  1
35065,1.7657,249
35099,1.7674, 27
35119,1.7684, 47
35154,1.7702, 82
35086,1.7667, 14
35090,1.7669, 18
35085,1.7667, 13
35137,1.7693, 65
35207,1.7728,135
35197,1.7723,125
35134,1.7692, 62
35129,1.7689, 57
35223,1.7736,151
35307,1.7779,235
35322,1.7786,250
35298,1.7774,226
35286,1.7768,214
35301,1.7776,229
35261,1.7756,189
35361,1.7806, 33
35413,1.7832, 85
35435,1.7843,107
35431,1.7841,103
35395,1.7823, 67
35353,1.7802, 25
35359,1.7805, 31
35349,1.7800, 21
35340,1.7795, 12
35261,1.7756,189
35213,1.7731,141
35183,1.7716,111
35152,1.7701, 80
35135,1.7692, 63
35105,1.7677, 33
35088,1.7668, 16
35108,1.7679, 36
35121,1.7685, 49
35127,1.7688, 55
35114,1.7682, 42
35093,1.7671, 21
35109,1.7679, 37
35052,1.7650,236
35041,1.7645,225
35063,1.7656,247
35072,1.7660,  0
35079,1.7664,  7
35073,1.7661,  1
35105,1.7677, 33
35146,1.7698, 74
35212,1.7731,140
35326,1.7788,254
35388,1.7820, 60
35416,1.7834, 88
35428,1.7840,100
35440,1.7846,112
35432,1.7842,104
35417,1.7834, 89
35371,1.7811, 43
35317,1.7784,245
35274,1.7762,202
35261,1.7756,189
35247,1.7749,175
35237,1.7744,165
35226,1.7738,154
35205,1.7727,133
35207,1.7728,135
35212,1.7731,140
35242,1.7746,170
35253,1.7752,181
35153,1.7701, 81
35140,1.7695, 68
35128,1.7689, 56
35192,1.7721,120
35266,1.7758,194
35424,1.7838, 96
35482,1.7867,154
35475,1.7863,147
35483,1.7867,155
35413,1.7832, 85
35374,1.7812, 46
35340,1.7795, 12
35373,1.7812, 45
35377,1.7814, 49
35355,1.7803, 27
35335,1.7793,  7
35321,1.7786,249
35329,1.7790,  1
35329,1.7790,  1
35274,1.7762,202
35227,1.7738,155
35234,1.7742,162
35226,1.7738,154
35216,1.7733,144
35177,1.7713,105
35175,1.7712,103
35059,1.7654,243
35019,1.7634,203
35102,1.7676, 30
35143,1.7696, 71
35135,1.7692, 63
35116,1.7683, 44
35131,1.7690, 59
35103,1.7676, 31
35150,1.7700, 78
35199,1.7724,127
35201,1.7725,129
35228,1.7739,156
35218,1.7734,146
35218,1.7734,146
35245,1.7748,173
35198,1.7724,126
35227,1.7738,155
35209,1.7729,137
35185,1.7717,113
35177,1.7713,105
35160,1.7705, 88
35191,1.7720,119
35175,1.7712,103
35188,1.7719,116
35149,1.7699, 77
35144,1.7697, 72
35203,1.7726,131
35238,1.7744,166
35223,1.7736,151
35198,1.7724,126
35207,1.7728,135
35204,1.7727,132
35218,1.7734,146
35243,1.7747,171
35307,1.7779,235
35320,1.7785,248
35300,1.7775,228
35271,1.7761,199
35305,1.7778,233
35308,1.7779,236
35320,1.7785,248
35328,1.7789,  0
35327,1.7789,255
35315,1.7783,243
35291,1.7771,219
35305,1.7778,233
35260,1.7755,188
35237,1.7744,165
35211,1.7730,139
35182,1.7716,110
35135,1.7692, 63
35163,1.7706, 91
35194,1.7722,122
35234,1.7742,162
35259,1.7755,187
35266,1.7758,194
35236,1.7743,164
35219,1.7734,147
35257,1.7754,185
35267,1.7759,195
35316,1.7783,244
35334,1.7792,  6
35310,1.7780,238
35353,1.7802, 25
35371,1.7811, 43
35369,1.7810, 41
35378,1.7815, 50
35376,1.7814, 48
35384,1.7818, 56
35380,1.7816, 52
35373,1.7812, 45
35366,1.7808, 38
35341,1.7796, 13
35353,1.7802, 25
35372,1.7811, 44
35363,1.7807, 35
35348,1.7799, 20
35350,1.7800, 22
35335,1.7793,  7
35346,1.7798, 18
35365,1.7808, 37
35349,1.7800, 21
35325,1.7788,253
35329,1.7790,  1
35364,1.7807, 36
35420,1.7836, 92
35407,1.7829, 79
35438,1.7845,110
35459,1.7855,131
35464,1.7858,136
35464,1.7858,136
35449,1.7850,121
35467,1.7859,139
35464,1.7858,136
35449,1.7850,121
35426,1.7839, 98
35412,1.7832, 84
35427,1.7839, 99
35385,1.7818, 57
35404,1.7828, 76
35401,1.7826, 73
35376,1.7814, 48
35365,1.7808, 37
35389,1.7820, 61
35382,1.7817, 54
35352,1.7801, 24
35335,1.7793,  7
35327,1.7789,255
35318,1.7784,246
35284,1.7767,212
35234,1.7742,162
35241,1.7746,169
35311,1.7781,239
35314,1.7782,242
35306,1.7778,234
35336,1.7793,  8
35365,1.7808, 37
35394,1.7823, 66
35396,1.7824, 68
35397,1.7824, 69
35411,1.7831, 83
35434,1.7843,106
35455,1.7853,127
35464,1.7858,136
35407,1.7829, 79
35401,1.7826, 73
35405,1.7828, 77
35426,1.7839, 98
35428,1.7840,100
35442,1.7847,114
35458,1.7855,130
35482,1.7867,154
35491,1.7871,163
35486,1.7869,158
35488,1.7870,160
35468,1.7860,140
35473,1.7862,145
35473,1.7862,145
35446,1.7849,118
35401,1.7826, 73
35368,1.7809, 40
35346,1.7798, 18
35343,1.7797, 15
35356,1.7803, 28
35352,1.7801, 24
35355,1.7803, 27
35341,1.7796, 13
35336,1.7793,  8
35325,1.7788,253
35298,1.7774,226
35327,1.7789,255
35350,1.7800, 22
35399,1.7825, 71
35443,1.7847,115
35468,1.7860,140
35478,1.7865,150
35467,1.7859,139
35463,1.7857,135
35470,1.7861,142
35451,1.7851,123
35432,1.7842,104
35416,1.7834, 88
35415,1.7833, 87
35412,1.7832, 84
35390,1.7821, 62
35361,1.7806, 33
35331,1.7791,  3
35307,1.7779,235
35296,1.7773,224
35266,1.7758,194
35251,1.7751,179
35339,1.7795, 11
35399,1.7825, 71
35423,1.7837, 95
35419,1.7835, 91
35427,1.7839, 99
35473,1.7862,145
35500,1.7876,172
35437,1.7844,109
35380,1.7816, 52
35431,1.7841,103
35504,1.7878,176
35513,1.7882,185
35528,1.7890,200
35524,1.7888,196
35506,1.7879,178
35477,1.7864,149
35482,1.7867,154
35483,1.7867,155
35462,1.7857,134
35438,1.7845,110
35402,1.7827, 74
35354,1.7802, 26
35365,1.7808, 37
35398,1.7825, 70
35392,1.7822, 64
35419,1.7835, 91
35485,1.7868,157
35532,1.7892,204
35543,1.7898,215
35552,1.7902,224
35580,1.7916,252
35567,1.7910,239
35575,1.7914,247
35574,1.7913,246
35617,1.7935, 33
35669,1.7961, 85
35673,1.7963, 89
35650,1.7951, 66
35632,1.7942, 48
35665,1.7959, 81
35668,1.7961, 84
35675,1.7964, 91
35658,1.7956, 74
35680,1.7967, 96
35722,1.7988,138
35735,1.7994,151
35724,1.7989,140
35725,1.7989,141
35687,1.7970,103
35688,1.7971,104
35704,1.7979,120
35692,1.7973,108
35660,1.7957, 76
35651,1.7952, 67
35662,1.7958, 78
35688,1.7971,104
35691,1.7972,107
35685,1.7969,101
35675,1.7964, 91
35626,1.7939, 42
35622,1.7937, 38
35593,1.7923,  9
35518,1.7885,190
35579,1.7916,251
35569,1.7911,241
35519,1.7886,191
35616,1.7934, 32

